sport,start_time_weekday_cat,start_time_daytime_cat,start_time_season_cat,duration_s,distance_km,calories_kcal,speed_avg_kmh,speed_max_kmh,start_lat,start_long,end_lat,end_long,hydration_l,created_date_year,created_date_month,created_date_day,created_date_hour,created_date_minute,created_date_second,start_time_year,start_time_month,start_time_day,start_time_hour,start_time_minute,start_time_second,end_time_year,end_time_month,end_time_day,end_time_hour,end_time_minute,end_time_second,sport_BADMINTON,sport_BEACH_VOLLEY,sport_CROSSFIT,sport_CROSS_TRAINING,sport_CYCLING_SPORT,sport_CYCLING_TRANSPORTATION,sport_FITNESS_WALKING,sport_ICE_SKATING,sport_ROLLER_SKATING,sport_RUNNING,sport_RUNNING_CANICROSS,sport_SKIING_CROSS_COUNTRY,sport_STAIR_CLIMBING,sport_STRETCHING,sport_SWIMMING,sport_WALKING,sport_WEIGHT_TRAINING,source_INPUT_MANUAL_MOBILE,source_TRACK_MOBILE,start_time_weekday_Friday,start_time_weekday_Monday,start_time_weekday_Saturday,start_time_weekday_Sunday,start_time_weekday_Thursday,start_time_weekday_Tuesday,start_time_weekday_Wednesday,start_time_daytime_AFTERNOON,start_time_daytime_EVENING,start_time_daytime_MORNING,start_time_daytime_NIGHT,start_time_season_AUTUMN,start_time_season_SPRING,start_time_season_SUMMER,start_time_season_WINTER
WALKING,Sunday,AFTERNOON,SPRING,2156,3.049134016036987,233.0,5.09131839412484,8.52251,64.231824,27.729516,64.23184,27.729553,0.132332,2020,4,19,16,25,24,2020,4,19,16,23,21,2020,4,19,16,59,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
WALKING,Monday,MORNING,SPRING,1496,2.216233015060425,178.0,5.333181052284444,11.1918,64.231775,27.729619,64.231759,27.729552,0.098758,2020,4,20,8,9,10,2020,4,20,8,7,37,2020,4,20,8,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
WALKING,Monday,AFTERNOON,SPRING,2330,3.373857021331787,265.0,5.212826299053405,9.33385,64.231776,27.729543,64.231757,27.729487,0.148456,2020,4,20,15,37,18,2020,4,20,15,35,32,2020,4,20,16,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
WALKING,Tuesday,MORNING,SPRING,1355,2.067576885223388,170.0,5.493193200593505,10.3302,64.231817,27.730224,64.231922,27.729523,0.0936579999999999,2020,4,21,8,16,21,2020,4,21,8,14,32,2020,4,21,8,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
WALKING,Tuesday,AFTERNOON,SPRING,3561,5.013039112091064,382.0,5.06794181508785,9.53757,64.231913,27.729601,64.23179,27.729405,0.216907,2020,4,21,14,58,19,2020,4,21,14,56,29,2020,4,21,15,55,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
WALKING,Wednesday,MORNING,SPRING,1681,2.463068008422851,195.0,5.274863075741979,9.17182,64.231782,27.729632,64.231888,27.72948,0.109122,2020,4,22,8,52,44,2020,4,22,8,51,23,2020,4,22,9,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
CYCLING_TRANSPORTATION,Wednesday,AFTERNOON,SPRING,1152,4.253878116607666,164.0,13.293369114398956,36.703,64.232352,27.730038,64.232426,27.7306,0.088062,2020,4,22,13,7,31,2020,4,22,13,5,5,2020,4,22,13,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
WEIGHT_TRAINING,Wednesday,AFTERNOON,SPRING,1020,0.0,169.0,0.0,2.400000035762787,64.232352,27.730038,64.232426,27.7306,0.089004,2020,4,22,18,1,10,2020,4,22,13,15,44,2020,4,22,13,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
WALKING,Wednesday,EVENING,SPRING,1451,2.225449085235595,184.0,5.521445008165503,9.45966,64.231796,27.73019,64.231792,27.729554,0.101043,2020,4,22,17,37,45,2020,4,22,17,36,22,2020,4,22,18,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
WALKING,Thursday,MORNING,SPRING,1565,2.502820968627929,214.0,5.7572878511568994,11.3564,64.231883,27.729387,64.231745,27.729454,0.11612,2020,4,23,8,22,27,2020,4,23,8,20,16,2020,4,23,8,46,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
WALKING,Thursday,AFTERNOON,SPRING,2701,4.277379989624023,363.0,5.701061815122726,12.1605,64.231876,27.730268,64.231903,27.729662,0.19746,2020,4,23,15,4,0,2020,4,23,15,2,34,2020,4,23,15,47,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
WALKING,Friday,MORNING,SPRING,1333,1.907181978225708,148.0,5.150679010962152,9.62885,64.231883,27.72969,64.231825,27.729674,0.0833179999999999,2020,4,24,7,21,29,2020,4,24,7,20,6,2020,4,24,7,42,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
WALKING,Friday,AFTERNOON,SPRING,2923,4.339346885681152,348.0,5.344388911547091,11.1235,64.2319,27.729466,64.231801,27.729532,0.193629,2020,4,24,15,21,19,2020,4,24,15,19,59,2020,4,24,16,8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
STAIR_CLIMBING,Friday,EVENING,SPRING,1109,0.0,460.0,0.0,0.0,64.2319,27.729466,64.231801,27.729532,0.220188,2020,4,24,17,15,48,2020,4,24,17,13,46,2020,4,24,17,32,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
WALKING,Saturday,MORNING,SPRING,4149,5.86360502243042,448.0,5.087726700590388,9.52372,64.231841,27.7295,64.231761,27.72953,0.254303,2020,4,25,6,14,10,2020,4,25,6,12,28,2020,4,25,7,21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
WALKING,Saturday,AFTERNOON,SPRING,1478,1.973296999931335,143.0,4.806406765732617,8.94033,64.231707,27.729324,64.231869,27.729539,0.083003,2020,4,25,15,53,39,2020,4,25,15,51,42,2020,4,25,16,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
RUNNING_CANICROSS,Sunday,MORNING,SPRING,2602,6.216421127319336,635.0,8.60073637907364,16.1552,64.231882,27.729579,64.231678,27.729594,0.317809,2020,4,26,7,5,12,2020,4,26,7,2,29,2020,4,26,7,45,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
WALKING,Sunday,AFTERNOON,SPRING,1638,2.241477012634277,166.0,4.926323104690719,10.0836,64.231786,27.730199,64.231705,27.72942,0.0953109999999999,2020,4,26,15,35,18,2020,4,26,15,33,46,2020,4,26,16,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
WALKING,Monday,MORNING,SPRING,954,1.206462025642395,89.0,4.552686889216585,7.63168,64.231807,27.7296,64.231753,27.729476,0.0522609999999999,2020,4,27,8,8,29,2020,4,27,8,6,43,2020,4,27,8,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
WALKING,Monday,AFTERNOON,SPRING,2007,2.932344913482666,232.0,5.259811504004782,10.8222,64.231796,27.729326,64.231743,27.729468,0.129696,2020,4,27,16,1,50,2020,4,27,16,0,32,2020,4,27,16,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
WALKING,Tuesday,MORNING,SPRING,1674,2.512535095214843,204.0,5.403301280031922,13.6843,64.231857,27.729513,64.231922,27.729553,0.1127669999999999,2020,4,28,8,51,12,2020,4,28,8,42,53,2020,4,28,9,10,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
WALKING,Tuesday,AFTERNOON,SPRING,2448,3.722438097000122,305.0,5.474173672059003,8.88466,64.231853,27.729676,64.231837,27.72956,0.168245,2020,4,28,15,7,1,2020,4,28,15,5,46,2020,4,28,15,46,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
WEIGHT_TRAINING,Tuesday,AFTERNOON,SPRING,900,0.0,150.0,0.0,2.400000035762787,64.231853,27.729676,64.231837,27.72956,0.0785329999999999,2020,4,29,8,16,32,2020,4,28,16,33,25,2020,4,28,16,48,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
WALKING,Wednesday,MORNING,SPRING,1535,2.381298065185547,199.0,5.584803279913986,11.2758,64.231759,27.730031,64.231977,27.729605,0.108801,2020,4,29,8,16,30,2020,4,29,8,15,2,2020,4,29,8,40,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
WALKING,Wednesday,AFTERNOON,SPRING,2788,3.98144793510437,308.0,5.141037505873649,9.71589,64.231809,27.729525,64.231811,27.72924,0.1737429999999999,2020,4,29,15,47,38,2020,4,29,15,45,28,2020,4,29,16,31,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
WALKING,Thursday,MORNING,SPRING,1728,2.561613082885742,205.0,5.33669392267863,13.348,64.231864,27.729553,64.231938,27.729498,0.114191,2020,4,30,8,20,29,2020,4,30,8,18,35,2020,4,30,8,47,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
WALKING,Thursday,AFTERNOON,SPRING,2581,4.000202178955078,334.0,5.579514856349586,9.88869,64.231844,27.729503,64.231845,27.729653,0.1826529999999999,2020,4,30,15,43,52,2020,4,30,15,41,59,2020,4,30,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
WALKING,Friday,MORNING,SPRING,3756,4.907873153686523,358.0,4.704031776696349,12.094,64.231915,27.729517,64.231703,27.729796,0.2089089999999999,2020,5,1,7,27,19,2020,5,1,7,26,16,2020,5,1,8,28,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
WALKING,Friday,AFTERNOON,SPRING,2507,3.8235809803009033,315.0,5.490582979291284,15.8247,64.231831,27.72949,64.231817,27.729566,0.173128,2020,5,1,14,32,30,2020,5,1,14,30,59,2020,5,1,15,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
WEIGHT_TRAINING,Friday,AFTERNOON,SPRING,1800,0.0,299.0,0.0,2.400000035762787,64.231831,27.72949,64.231817,27.729566,0.1570659999999999,2020,5,2,5,29,33,2020,5,1,16,30,10,2020,5,1,17,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
WALKING,Saturday,MORNING,SPRING,4357,5.9642767906188965,441.0,4.928023053988531,9.29722,64.231871,27.729487,64.231853,27.729644,0.253664,2020,5,2,8,5,44,2020,5,2,8,4,41,2020,5,2,9,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
WALKING,Saturday,AFTERNOON,SPRING,1835,2.726284027099609,219.0,5.348568118560541,9.1645,64.23181,27.73015,64.23178,27.729408,0.121681,2020,5,2,16,46,33,2020,5,2,16,45,18,2020,5,2,17,15,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
WALKING,Sunday,MORNING,SPRING,4260,6.028018951416016,462.0,5.094100522323393,12.3271,64.231821,27.729476,64.231882,27.729587,0.261629,2020,5,3,8,9,22,2020,5,3,8,7,37,2020,5,3,9,18,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
WALKING,Sunday,AFTERNOON,SPRING,2100,2.546766996383667,192.0,4.365886279514858,8.74545,64.231932,27.729742,64.231832,27.729416,0.131166,2020,5,3,16,28,5,2020,5,3,16,26,35,2020,5,3,17,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
WALKING,Monday,MORNING,SPRING,1197,1.856120944023132,155.0,5.582318628641,10.217,64.231829,27.73003,64.231871,27.72936,0.084794,2020,5,4,8,8,38,2020,5,4,8,7,18,2020,5,4,8,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
RUNNING_CANICROSS,Monday,AFTERNOON,SPRING,2357,6.246572971343994,633.0,9.540798768281029,17.0729,64.231821,27.729553,64.231842,27.729419,0.3134619999999999,2020,5,4,16,3,16,2020,5,4,16,1,35,2020,5,4,16,40,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
WALKING,Tuesday,MORNING,SPRING,1810,2.533639907836914,192.0,5.039283794592757,10.2498,64.231776,27.730082,64.23175,27.72945,0.1092529999999999,2020,5,5,8,1,3,2020,5,5,7,58,55,2020,5,5,8,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
WALKING,Tuesday,AFTERNOON,SPRING,3009,4.203713893890381,318.0,5.029368566967554,8.58036,64.231824,27.729563,64.231766,27.729536,0.181051,2020,5,5,14,45,15,2020,5,5,14,43,50,2020,5,5,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
WALKING,Wednesday,MORNING,SPRING,1416,2.017168045043945,156.0,5.128393334857488,9.91373,64.231871,27.729703,64.231782,27.72954,0.087935,2020,5,6,8,23,34,2020,5,6,8,21,30,2020,5,6,8,45,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
WALKING,Wednesday,AFTERNOON,SPRING,3098,4.206111907958984,308.0,4.887670390139555,9.93505,64.231847,27.729755,64.231729,27.729508,0.17796,2020,5,6,15,12,52,2020,5,6,15,10,27,2020,5,6,16,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
WEIGHT_TRAINING,Wednesday,EVENING,SPRING,1500,0.0,249.0,0.0,2.400000035762787,64.231847,27.729755,64.231729,27.729508,0.130889,2020,5,6,20,22,4,2020,5,6,17,21,40,2020,5,6,17,46,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
WALKING,Thursday,MORNING,SPRING,1156,1.7226320505142212,139.0,5.364598081186155,8.49819,64.231926,27.729415,64.231847,27.729655,0.0770489999999999,2020,5,7,7,56,58,2020,5,7,7,55,33,2020,5,7,8,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
WALKING,Thursday,AFTERNOON,SPRING,2372,3.270432949066162,244.0,4.963557595547295,8.31574,64.231812,27.729574,64.231852,27.729532,0.139756,2020,5,7,15,52,59,2020,5,7,15,50,55,2020,5,7,16,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
WALKING,Friday,MORNING,SPRING,1286,1.940093040466308,158.0,5.431053612502886,8.54573,64.231689,27.730025,64.231794,27.72962,0.087353,2020,5,8,8,28,56,2020,5,8,8,27,53,2020,5,8,8,49,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
WALKING,Friday,AFTERNOON,SPRING,2672,3.793785095214843,292.0,5.111387104331376,10.0394,64.231689,27.730025,64.231794,27.72962,0.1650269999999999,2020,5,8,16,21,47,2020,5,8,16,20,7,2020,5,8,17,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
STAIR_CLIMBING,Friday,EVENING,SPRING,1090,0.0,452.0,0.0,0.0,64.231689,27.730025,64.231794,27.72962,0.216412,2020,5,8,17,33,57,2020,5,8,17,32,40,2020,5,8,17,50,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
WALKING,Saturday,MORNING,SPRING,3002,4.15319299697876,311.0,4.980511255537487,8.38665,64.231804,27.729578,64.231873,27.729549,0.177808,2020,5,9,7,42,34,2020,5,9,7,40,36,2020,5,9,8,30,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
WALKING,Saturday,AFTERNOON,SPRING,2141,3.015630006790161,230.0,5.070652977321148,9.40722,64.231804,27.729578,64.231873,27.729549,0.130524,2020,5,9,14,15,59,2020,5,9,14,14,1,2020,5,9,14,49,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
WEIGHT_TRAINING,Saturday,AFTERNOON,SPRING,1745,0.0,290.0,0.0,2.400000035762787,64.231804,27.729578,64.231873,27.729549,0.1522669999999999,2020,5,9,15,37,53,2020,5,9,15,36,29,2020,5,9,16,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
WALKING,Sunday,MORNING,SPRING,2489,3.507215023040771,268.0,5.072709555221687,9.03714,64.231899,27.729681,64.231819,27.72967,0.1518749999999999,2020,5,10,7,25,46,2020,5,10,7,24,8,2020,5,10,8,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
WALKING,Sunday,AFTERNOON,SPRING,4780,6.26847505569458,457.0,4.721027238598428,8.22182,64.23173,27.729501,64.231885,27.729543,0.266341,2020,5,10,15,44,45,2020,5,10,15,42,34,2020,5,10,17,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
WALKING,Monday,MORNING,SPRING,1311,1.926365971565246,153.0,5.289792141597932,8.76677,64.231726,27.730003,64.231853,27.729594,0.085488,2020,5,11,8,15,50,2020,5,11,8,14,13,2020,5,11,8,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
WALKING,Monday,AFTERNOON,SPRING,2369,3.424921035766601,268.0,5.204607736918432,9.04077,64.231746,27.729564,64.231836,27.729562,0.150529,2020,5,11,15,13,13,2020,5,11,15,11,19,2020,5,11,15,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
STAIR_CLIMBING,Monday,AFTERNOON,SPRING,1166,0.0,484.0,0.0,0.0,64.231746,27.729564,64.231836,27.729562,0.231714,2020,5,11,16,32,21,2020,5,11,16,31,19,2020,5,11,17,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
WALKING,Tuesday,MORNING,SPRING,1537,2.145973920822143,162.0,5.026354011034298,8.12159,64.231802,27.729387,64.231937,27.729459,0.092392,2020,5,12,6,53,2,2020,5,12,6,51,20,2020,5,12,7,16,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
WALKING,Tuesday,AFTERNOON,SPRING,2924,4.15613317489624,320.0,5.116990229010419,9.3587,64.231802,27.729504,64.231768,27.729532,0.1809019999999999,2020,5,12,14,41,52,2020,5,12,14,40,8,2020,5,12,15,28,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
WALKING,Wednesday,MORNING,SPRING,1255,1.867254018783569,150.0,5.356266508064421,9.23529,64.231821,27.729729,64.231858,27.729366,0.0834429999999999,2020,5,13,6,35,49,2020,5,13,6,34,20,2020,5,13,6,55,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
WALKING,Wednesday,AFTERNOON,SPRING,2531,3.298094034194946,241.0,4.691085943540817,9.23813,64.231849,27.73034,64.231768,27.729446,0.140588,2020,5,13,14,15,37,2020,5,13,14,14,17,2020,5,13,14,56,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
WEIGHT_TRAINING,Wednesday,AFTERNOON,SPRING,2700,0.0,449.0,0.0,2.400000035762787,64.231849,27.73034,64.231768,27.729446,0.195897,2020,5,13,16,3,25,2020,5,13,16,2,23,2020,5,13,16,39,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
WALKING,Thursday,MORNING,SPRING,1143,1.901489019393921,168.0,5.98894179336668,9.93127,64.231686,27.729473,64.23191,27.729544,0.089876,2020,5,14,6,40,55,2020,5,14,6,39,15,2020,5,14,6,58,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
WALKING,Thursday,AFTERNOON,SPRING,3721,5.476531982421875,436.0,5.298445347142905,9.90867,64.23183,27.729716,64.231767,27.72961,0.243192,2020,5,14,14,28,54,2020,5,14,14,26,58,2020,5,14,15,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
WALKING,Friday,MORNING,SPRING,1908,2.425040006637573,179.0,4.575547182335044,14.1875,64.232003,27.730453,64.231864,27.729553,0.1047879999999999,2020,5,15,6,48,58,2020,5,15,6,47,15,2020,5,15,7,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
WALKING,Friday,AFTERNOON,SPRING,2464,3.4310519695281982,258.0,5.012900604830159,8.68173,64.231796,27.72953,64.23184,27.729497,0.147478,2020,5,15,15,17,24,2020,5,15,15,15,38,2020,5,15,15,56,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
STAIR_CLIMBING,Friday,AFTERNOON,SPRING,536,0.0,223.0,0.0,0.0,64.231796,27.72953,64.23184,27.729497,0.106517,2020,5,15,16,44,43,2020,5,15,16,43,40,2020,5,15,16,52,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
WALKING,Saturday,MORNING,SPRING,2781,4.066361904144287,322.0,5.263898905041149,9.60635,64.231799,27.729608,64.231824,27.729516,0.179917,2020,5,16,7,22,9,2020,5,16,7,19,48,2020,5,16,8,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
WALKING,Saturday,AFTERNOON,SPRING,1351,1.9308969974517824,149.0,5.145247365526585,16.4762,64.231817,27.729508,64.226455,27.714896,0.084301,2020,5,16,15,38,12,2020,5,16,15,36,22,2020,5,16,15,58,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
WEIGHT_TRAINING,Saturday,AFTERNOON,SPRING,2411,0.0,401.0,0.0,2.400000035762787,64.231817,27.729508,64.226455,27.714896,0.2103819999999999,2020,5,16,16,1,54,2020,5,16,16,0,50,2020,5,16,16,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
WALKING,Sunday,MORNING,SPRING,2622,3.440613031387329,251.0,4.723953818838438,8.882,64.231672,27.729325,64.231805,27.729394,0.146139,2020,5,17,7,4,3,2020,5,17,7,2,27,2020,5,17,7,46,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
WALKING,Sunday,AFTERNOON,SPRING,2208,3.374178886413574,278.0,5.501378619152566,9.33029,64.232035,27.730551,64.23186,27.72943,0.152906,2020,5,17,14,37,36,2020,5,17,14,23,0,2020,5,17,14,59,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
WALKING,Monday,MORNING,SPRING,1589,2.323848962783813,184.0,5.264856051618457,11.127,64.231864,27.729546,64.231725,27.729575,0.102809,2020,5,18,15,11,43,2020,5,18,7,22,52,2020,5,18,7,49,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
WALKING,Monday,AFTERNOON,SPRING,5484,6.808996200561523,508.0,4.469800569296405,13.7261,64.231848,27.729502,64.231797,27.729534,0.298145,2020,5,18,15,11,49,2020,5,18,15,10,11,2020,5,18,16,41,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
WALKING,Tuesday,MORNING,SPRING,1301,1.582000017166137,119.0,4.377555773864793,8.42065,64.23194,27.730486,64.231909,27.729712,0.070084,2020,5,19,7,29,33,2020,5,19,7,28,0,2020,5,19,7,49,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
